,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
372,4,-1,3,-1,3,-1,1,-1,1,-1,1,-1,1,-1,3,-1,4,-1,4,-1,1,-1,4,-1,3,-1,4,-1,3,-1,2,-1,1,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,
373,4,-1,1,-1,3,-1,1,-1,2,-1,3,-1,3,-1,4,-1,4,-1,3,-1,4,-1,1,-1,1,-1,4,-1,4,-1,2,-1,1,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,
374,4,-1,4,-1,3,-1,4,-1,1,-1,4,-1,3,-1,1,-1,4,-1,3,-1,4,-1,3,-1,4,-1,4,-1,1,-1,2,-1,-2,,,,,,,,,,,,
375,1,-1,1,-1,1,-1,2,-1,3,-1,4,-1,1,-1,1,-1,4,-1,1,-1,3,-1,1,-1,3,-1,2,-1,1,-1,1,-1,2,-1.0,1.0,-1.0,1.0,-1.0,3.0,-1.0,1.0,-1.0,3.0,-1.0,
376,4,-1,2,-1,3,-1,1,-1,1,-1,4,-1,3,-1,4,-1,1,-1,2,-1,1,-1,1,-1,2,-1,4,-1,1,-1,4,-1,4,-1.0,3.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,
377,4,-1,3,-1,3,-1,4,-1,3,-1,4,-1,4,-1,1,-1,3,-1,1,-1,1,-1,3,-1,3,-1,4,-1,2,-1,2,-1,-2,,,,,,,,,,,,
378,4,-1,4,-1,4,-1,4,-1,1,-1,4,-1,3,-1,4,-1,2,-1,4,-1,1,-1,4,-1,3,-1,2,-1,4,-1,1,-1,1,-1.0,4.0,-1.0,3.0,-1.0,3.0,-1.0,1.0,-1.0,3.0,-1.0,
379,3,-1,4,-1,1,-1,1,-1,1,-1,3,-1,3,-1,2,-1,4,-1,4,-1,4,-1,4,-1,3,-1,2,-1,1,-1,1,-1,1,-1.0,2.0,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,
380,2,-1,1,-1,1,-1,4,-1,4,-1,3,-1,3,-1,1,-1,1,-1,4,-1,4,-1,3,-1,4,-1,3,-1,4,-1,4,-1,-2,,,,,,,,,,,,
381,1,-1,1,-1,4,-1,4,-1,3,-1,4,-1,3,-1,1,-1,4,-1,1,-1,2,-1,1,-1,4,-1,4,-1,2,-1,4,-1,3,-1.0,4.0,-1.0,3.0,-1.0,2.0,-1.0,4.0,-1.0,3.0,-1.0,
382,3,-1,4,-1,1,-1,3,-1,4,-1,1,-1,2,-1,1,-1,4,-1,4,-1,4,-1,1,-1,4,-1,4,-1,1,-1,3,-1,4,-1.0,3.0,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,
383,1,-1,3,-1,4,-1,4,-1,3,-1,2,-1,3,-1,1,-1,3,-1,1,-1,3,-1,1,-1,2,-1,4,-1,4,-1,3,-1,-2,,,,,,,,,,,,
384,4,-1,2,-1,1,-1,2,-1,4,-1,1,-1,2,-1,1,-1,3,-1,4,-1,4,-1,4,-1,1,-1,1,-1,1,-1,1,-1,3,-1.0,1.0,-1.0,2.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,
385,4,-1,1,-1,1,-1,1,-1,4,-1,2,-1,2,-1,4,-1,1,-1,2,-1,4,-1,3,-1,1,-1,2,-1,2,-1,1,-1,3,-1.0,4.0,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,2.0,-1.0,
386,4,-1,4,-1,1,-1,2,-1,1,-1,4,-1,2,-1,3,-1,4,-1,4,-1,3,-1,1,-1,4,-1,1,-1,3,-1,4,-1,-2,,,,,,,,,,,,
387,3,-1,4,-1,4,-1,1,-1,2,-1,1,-1,3,-1,4,-1,3,-1,1,-1,1,-1,3,-1,1,-1,1,-1,4,-1,3,-1,3,-1.0,4.0,-1.0,4.0,-1.0,2.0,-1.0,2.0,-1.0,1.0,-1.0,
388,4,-1,2,-1,2,-1,1,-1,4,-1,2,-1,4,-1,4,-1,4,-1,1,-1,2,-1,4,-1,4,-1,4,-1,3,-1,1,-1,4,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,3.0,-1.0,2.0,-1.0,
389,4,-1,3,-1,3,-1,4,-1,2,-1,1,-1,1,-1,1,-1,1,-1,3,-1,1,-1,2,-1,4,-1,4,-1,1,-1,4,-1,-2,,,,,,,,,,,,
390,3,-1,1,-1,1,-1,1,-1,3,-1,1,-1,2,-1,1,-1,4,-1,4,-1,2,-1,4,-1,2,-1,4,-1,2,-1,4,-1,2,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,
391,4,-1,4,-1,3,-1,4,-1,4,-1,1,-1,1,-1,2,-1,4,-1,4,-1,1,-1,3,-1,1,-1,2,-1,1,-1,1,-1,2,-1.0,2.0,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,3.0,-1.0,
392,1,-1,3,-1,2,-1,4,-1,1,-1,1,-1,4,-1,1,-1,1,-1,2,-1,1,-1,2,-1,4,-1,1,-1,1,-1,1,-1,-2,,,,,,,,,,,,
393,3,-1,3,-1,4,-1,4,-1,2,-1,1,-1,4,-1,4,-1,3,-1,2,-1,2,-1,4,-1,1,-1,4,-1,4,-1,1,-1,1,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,
394,4,-1,1,-1,3,-1,4,-1,4,-1,4,-1,4,-1,4,-1,3,-1,1,-1,4,-1,3,-1,3,-1,4,-1,1,-1,1,-1,1,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,
395,1,-1,4,-1,3,-1,4,-1,3,-1,1,-1,1,-1,3,-1,1,-1,1,-1,4,-1,2,-1,1,-1,4,-1,2,-1,4,-1,-2,,,,,,,,,,,,
396,3,-1,2,-1,1,-1,1,-1,1,-1,1,-1,4,-1,2,-1,1,-1,3,-1,2,-1,3,-1,4,-1,2,-1,4,-1,3,-1,4,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,
397,1,-1,2,-1,1,-1,3,-1,4,-1,2,-1,1,-1,3,-1,2,-1,4,-1,4,-1,1,-1,4,-1,3,-1,4,-1,3,-1,4,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,2.0,-1.0,
398,4,-1,1,-1,4,-1,1,-1,2,-1,4,-1,3,-1,4,-1,4,-1,1,-1,2,-1,4,-1,1,-1,3,-1,1,-1,4,-1,-2,,,,,,,,,,,,
399,2,-1,1,-1,3,-1,3,-1,2,-1,1,-1,4,-1,4,-1,1,-1,3,-1,4,-1,3,-1,4,-1,2,-1,4,-1,3,-1,1,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,
400,3,-1,4,-1,3,-1,1,-1,4,-1,1,-1,3,-1,4,-1,3,-1,2,-1,3,-1,3,-1,1,-1,1,-1,3,-1,4,-1,4,-1.0,3.0,-1.0,2.0,-1.0,1.0,-1.0,3.0,-1.0,4.0,-1.0,
401,4,-1,1,-1,1,-1,1,-1,1,-1,4,-1,3,-1,4,-1,4,-1,4,-1,3,-1,1,-1,4,-1,3,-1,2,-1,4,-1,-2,,,,,,,,,,,,
402,4,-1,1,-1,2,-1,3,-1,4,-1,4,-1,1,-1,1,-1,4,-1,1,-1,2,-1,3,-1,4,-1,4,-1,4,-1,4,-1,2,-1.0,1.0,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,
403,2,-1,4,-1,4,-1,4,-1,4,-1,1,-1,1,-1,2,-1,3,-1,4,-1,1,-1,2,-1,2,-1,1,-1,1,-1,4,-1,3,-1.0,3.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,
404,1,-1,2,-1,4,-1,2,-1,1,-1,1,-1,1,-1,1,-1,2,-1,1,-1,2,-1,4,-1,1,-1,3,-1,4,-1,4,-1,-2,,,,,,,,,,,,
405,3,-1,2,-1,1,-1,1,-1,2,-1,4,-1,3,-1,2,-1,1,-1,3,-1,1,-1,1,-1,3,-1,2,-1,4,-1,3,-1,1,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,
406,2,-1,1,-1,1,-1,1,-1,3,-1,1,-1,1,-1,4,-1,3,-1,4,-1,3,-1,4,-1,2,-1,2,-1,4,-1,4,-1,1,-1.0,3.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,
407,4,-1,3,-1,4,-1,2,-1,4,-1,4,-1,1,-1,4,-1,2,-1,4,-1,1,-1,2,-1,4,-1,4,-1,4,-1,4,-1,-2,,,,,,,,,,,,
408,1,-1,4,-1,4,-1,4,-1,2,-1,1,-1,3,-1,2,-1,1,-1,3,-1,2,-1,4,-1,2,-1,3,-1,3,-1,2,-1,1,-1.0,1.0,-1.0,3.0,-1.0,3.0,-1.0,3.0,-1.0,4.0,-1.0,
409,4,-1,4,-1,3,-1,4,-1,4,-1,3,-1,1,-1,4,-1,4,-1,2,-1,1,-1,3,-1,1,-1,4,-1,3,-1,4,-1,1,-1.0,3.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,
410,4,-1,1,-1,1,-1,1,-1,3,-1,1,-1,4,-1,3,-1,4,-1,4,-1,3,-1,4,-1,4,-1,3,-1,1,-1,1,-1,-2,,,,,,,,,,,,
411,4,-1,3,-1,4,-1,2,-1,4,-1,4,-1,1,-1,1,-1,1,-1,4,-1,4,-1,3,-1,4,-1,2,-1,1,-1,2,-1,1,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,4.0,-1.0,
412,2,-1,4,-1,3,-1,1,-1,2,-1,1,-1,4,-1,1,-1,3,-1,1,-1,1,-1,3,-1,4,-1,4,-1,1,-1,2,-1,4,-1.0,3.0,-1.0,3.0,-1.0,2.0,-1.0,3.0,-1.0,1.0,-1.0,
413,4,-1,1,-1,3,-1,4,-1,4,-1,3,-1,4,-1,1,-1,1,-1,4,-1,1,-1,1,-1,2,-1,4,-1,1,-1,4,-1,-2,,,,,,,,,,,,
414,1,-1,4,-1,3,-1,2,-1,4,-1,2,-1,1,-1,2,-1,2,-1,4,-1,1,-1,4,-1,1,-1,1,-1,2,-1,1,-1,1,-1.0,1.0,-1.0,3.0,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,
415,1,-1,1,-1,1,-1,1,-1,2,-1,1,-1,4,-1,3,-1,1,-1,2,-1,1,-1,2,-1,2,-1,2,-1,2,-1,3,-1,4,-1.0,3.0,-1.0,1.0,-1.0,2.0,-1.0,2.0,-1.0,4.0,-1.0,
416,4,-1,3,-1,3,-1,4,-1,3,-1,2,-1,4,-1,4,-1,3,-1,4,-1,1,-1,4,-1,4,-1,3,-1,1,-1,2,-1,-2,,,,,,,,,,,,
417,4,-1,3,-1,4,-1,1,-1,3,-1,4,-1,3,-1,2,-1,3,-1,2,-1,3,-1,4,-1,2,-1,1,-1,4,-1,1,-1,4,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,
418,2,-1,3,-1,2,-1,1,-1,4,-1,3,-1,4,-1,1,-1,3,-1,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,3,-1,4,-1.0,2.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,
419,2,-1,1,-1,4,-1,4,-1,3,-1,2,-1,4,-1,4,-1,4,-1,3,-1,1,-1,4,-1,1,-1,4,-1,3,-1,3,-1,-2,,,,,,,,,,,,
420,1,-1,1,-1,2,-1,3,-1,4,-1,4,-1,1,-1,1,-1,1,-1,3,-1,1,-1,4,-1,4,-1,4,-1,2,-1,1,-1,4,-1.0,3.0,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,
421,4,-1,3,-1,4,-1,2,-1,4,-1,3,-1,1,-1,1,-1,2,-1,1,-1,1,-1,2,-1,4,-1,1,-1,2,-1,3,-1,1,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,
422,1,-1,1,-1,4,-1,1,-1,2,-1,3,-1,4,-1,1,-1,3,-1,4,-1,3,-1,2,-1,4,-1,3,-1,2,-1,4,-1,-2,,,,,,,,,,,,
423,1,-1,1,-1,1,-1,1,-1,1,-1,3,-1,1,-1,1,-1,4,-1,1,-1,1,-1,2,-1,4,-1,4,-1,1,-1,2,-1,2,-1.0,4.0,-1.0,4.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,
424,1,-1,3,-1,4,-1,4,-1,3,-1,1,-1,2,-1,1,-1,4,-1,3,-1,4,-1,3,-1,2,-1,1,-1,1,-1,2,-1,4,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,1.0,-1.0,3.0,-1.0,
425,1,-1,2,-1,1,-1,1,-1,3,-1,4,-1,4,-1,3,-1,4,-1,4,-1,1,-1,1,-1,4,-1,3,-1,4,-1,4,-1,-2,,,,,,,,,,,,
426,3,-1,4,-1,1,-1,1,-1,2,-1,1,-1,1,-1,2,-1,1,-1,1,-1,1,-1,3,-1,1,-1,4,-1,1,-1,3,-1,2,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,
427,1,-1,3,-1,3,-1,3,-1,4,-1,3,-1,3,-1,4,-1,1,-1,1,-1,1,-1,1,-1,4,-1,4,-1,3,-1,4,-1,4,-1.0,1.0,-1.0,1.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,
428,4,-1,4,-1,3,-1,3,-1,4,-1,4,-1,3,-1,1,-1,1,-1,3,-1,2,-1,1,-1,3,-1,4,-1,4,-1,1,-1,-2,,,,,,,,,,,,
429,1,-1,4,-1,4,-1,1,-1,1,-1,1,-1,3,-1,4,-1,4,-1,1,-1,2,-1,1,-1,2,-1,4,-1,4,-1,3,-1,4,-1.0,3.0,-1.0,4.0,-1.0,4.0,-1.0,2.0,-1.0,2.0,-1.0,
430,4,-1,4,-1,4,-1,4,-1,4,-1,3,-1,4,-1,4,-1,3,-1,2,-1,4,-1,3,-1,2,-1,4,-1,1,-1,4,-1,4,-1.0,4.0,-1.0,4.0,-1.0,2.0,-1.0,4.0,-1.0,1.0,-1.0,
431,4,-1,4,-1,4,-1,1,-1,1,-1,4,-1,1,-1,1,-1,2,-1,1,-1,2,-1,2,-1,4,-1,3,-1,4,-1,4,-1,-2,,,,,,,,,,,,
432,2,-1,1,-1,4,-1,3,-1,4,-1,2,-1,1,-1,4,-1,3,-1,4,-1,2,-1,4,-1,1,-1,1,-1,1,-1,2,-1,1,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,3.0,-1.0,
433,1,-1,2,-1,4,-1,4,-1,4,-1,4,-1,2,-1,1,-1,1,-1,3,-1,4,-1,3,-1,1,-1,1,-1,1,-1,4,-1,2,-1.0,1.0,-1.0,4.0,-1.0,1.0,-1.0,3.0,-1.0,3.0,-1.0,
434,1,-1,4,-1,1,-1,2,-1,1,-1,1,-1,3,-1,3,-1,2,-1,4,-1,1,-1,4,-1,4,-1,3,-1,1,-1,4,-1,-2,,,,,,,,,,,,
435,3,-1,3,-1,4,-1,3,-1,3,-1,4,-1,3,-1,4,-1,2,-1,1,-1,2,-1,4,-1,2,-1,3,-1,4,-1,3,-1,1,-1.0,2.0,-1.0,1.0,-1.0,4.0,-1.0,1.0,-1.0,3.0,-1.0,
436,2,-1,1,-1,4,-1,2,-1,4,-1,1,-1,2,-1,1,-1,3,-1,1,-1,4,-1,1,-1,2,-1,4,-1,4,-1,3,-1,4,-1.0,4.0,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,2.0,-1.0,
437,4,-1,1,-1,1,-1,2,-1,1,-1,1,-1,1,-1,2,-1,1,-1,4,-1,3,-1,2,-1,4,-1,3,-1,1,-1,4,-1,-2,,,,,,,,,,,,
438,4,-1,4,-1,4,-1,3,-1,1,-1,2,-1,1,-1,2,-1,1,-1,4,-1,3,-1,3,-1,4,-1,4,-1,4,-1,1,-1,3,-1.0,2.0,-1.0,2.0,-1.0,1.0,-1.0,3.0,-1.0,2.0,-1.0,
439,3,-1,4,-1,3,-1,3,-1,4,-1,3,-1,3,-1,4,-1,1,-1,3,-1,4,-1,4,-1,1,-1,4,-1,1,-1,2,-1,4,-1.0,1.0,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,
440,2,-1,1,-1,1,-1,1,-1,3,-1,2,-1,4,-1,4,-1,3,-1,2,-1,2,-1,2,-1,1,-1,4,-1,4,-1,3,-1,-2,,,,,,,,,,,,
441,1,-1,4,-1,4,-1,3,-1,2,-1,4,-1,3,-1,2,-1,1,-1,3,-1,4,-1,2,-1,1,-1,4,-1,1,-1,1,-1,2,-1.0,1.0,-1.0,1.0,-1.0,3.0,-1.0,1.0,-1.0,3.0,-1.0,
442,1,-1,1,-1,3,-1,4,-1,3,-1,3,-1,3,-1,4,-1,4,-1,4,-1,4,-1,3,-1,4,-1,2,-1,3,-1,4,-1,3,-1.0,2.0,-1.0,2.0,-1.0,4.0,-1.0,3.0,-1.0,3.0,-1.0,
443,4,-1,4,-1,4,-1,3,-1,2,-1,2,-1,4,-1,3,-1,3,-1,2,-1,1,-1,2,-1,3,-1,1,-1,4,-1,1,-1,-2,,,,,,,,,,,,
444,4,-1,4,-1,1,-1,2,-1,3,-1,2,-1,1,-1,2,-1,1,-1,1,-1,2,-1,4,-1,1,-1,1,-1,4,-1,3,-1,3,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,
445,4,-1,4,-1,4,-1,4,-1,3,-1,2,-1,1,-1,4,-1,4,-1,4,-1,2,-1,4,-1,4,-1,1,-1,2,-1,2,-1,4,-1.0,1.0,-1.0,3.0,-1.0,1.0,-1.0,3.0,-1.0,4.0,-1.0,
446,4,-1,4,-1,4,-1,4,-1,1,-1,3,-1,4,-1,3,-1,2,-1,1,-1,3,-1,4,-1,4,-1,3,-1,3,-1,4,-1,-2,,,,,,,,,,,,
447,1,-1,1,-1,2,-1,1,-1,4,-1,2,-1,4,-1,3,-1,4,-1,4,-1,1,-1,2,-1,1,-1,2,-1,1,-1,2,-1,2,-1.0,1.0,-1.0,4.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,
448,1,-1,1,-1,2,-1,4,-1,4,-1,1,-1,4,-1,1,-1,3,-1,1,-1,3,-1,4,-1,1,-1,2,-1,1,-1,2,-1,4,-1.0,3.0,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,
449,4,-1,3,-1,2,-1,1,-1,1,-1,2,-1,1,-1,4,-1,2,-1,1,-1,3,-1,2,-1,4,-1,4,-1,3,-1,4,-1,-2,,,,,,,,,,,,
450,3,-1,4,-1,4,-1,4,-1,4,-1,3,-1,3,-1,2,-1,4,-1,3,-1,2,-1,4,-1,3,-1,1,-1,1,-1,4,-1,3,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,
451,4,-1,4,-1,4,-1,4,-1,4,-1,1,-1,1,-1,1,-1,3,-1,1,-1,4,-1,3,-1,2,-1,4,-1,4,-1,2,-1,4,-1.0,3.0,-1.0,3.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,
452,3,-1,2,-1,2,-1,1,-1,3,-1,4,-1,1,-1,2,-1,2,-1,1,-1,4,-1,1,-1,4,-1,4,-1,3,-1,4,-1,-2,,,,,,,,,,,,
453,4,-1,1,-1,4,-1,3,-1,1,-1,4,-1,1,-1,2,-1,2,-1,1,-1,1,-1,4,-1,3,-1,4,-1,1,-1,2,-1,4,-1.0,1.0,-1.0,3.0,-1.0,1.0,-1.0,1.0,-1.0,3.0,-1.0,
454,3,-1,4,-1,4,-1,2,-1,4,-1,3,-1,4,-1,4,-1,3,-1,2,-1,4,-1,4,-1,1,-1,4,-1,3,-1,1,-1,1,-1.0,1.0,-1.0,3.0,-1.0,4.0,-1.0,4.0,-1.0,4.0,-1.0,
455,1,-1,2,-1,3,-1,2,-1,2,-1,2,-1,4,-1,3,-1,1,-1,2,-1,1,-1,2,-1,1,-1,2,-1,3,-1,4,-1,-2,,,,,,,,,,,,
456,4,-1,1,-1,4,-1,3,-1,4,-1,3,-1,2,-1,4,-1,2,-1,1,-1,4,-1,3,-1,3,-1,1,-1,4,-1,3,-1,3,-1.0,2.0,-1.0,4.0,-1.0,2.0,-1.0,4.0,-1.0,1.0,-1.0,
457,4,-1,4,-1,1,-1,4,-1,4,-1,2,-1,1,-1,1,-1,4,-1,4,-1,4,-1,2,-1,2,-1,4,-1,1,-1,1,-1,2,-1.0,1.0,-1.0,2.0,-1.0,2.0,-1.0,4.0,-1.0,1.0,-1.0,
458,2,-1,2,-1,4,-1,4,-1,3,-1,1,-1,1,-1,3,-1,3,-1,4,-1,4,-1,2,-1,4,-1,3,-1,4,-1,4,-1,-2,,,,,,,,,,,,
459,1,-1,3,-1,1,-1,3,-1,4,-1,3,-1,3,-1,4,-1,1,-1,1,-1,2,-1,1,-1,1,-1,2,-1,4,-1,4,-1,4,-1.0,4.0,-1.0,3.0,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,
460,2,-1,4,-1,3,-1,1,-1,3,-1,4,-1,1,-1,2,-1,4,-1,3,-1,4,-1,1,-1,3,-1,3,-1,2,-1,1,-1,2,-1.0,3.0,-1.0,3.0,-1.0,2.0,-1.0,1.0,-1.0,2.0,-1.0,
461,4,-1,4,-1,3,-1,4,-1,3,-1,1,-1,1,-1,1,-1,3,-1,1,-1,4,-1,2,-1,1,-1,3,-1,1,-1,1,-1,-2,,,,,,,,,,,,
462,3,-1,2,-1,4,-1,3,-1,3,-1,4,-1,3,-1,4,-1,4,-1,4,-1,3,-1,4,-1,3,-1,4,-1,1,-1,4,-1,2,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,4.0,-1.0,1.0,-1.0,
463,3,-1,4,-1,3,-1,3,-1,4,-1,1,-1,3,-1,1,-1,4,-1,3,-1,3,-1,3,-1,4,-1,1,-1,2,-1,4,-1,4,-1.0,1.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,
464,4,-1,3,-1,1,-1,4,-1,4,-1,1,-1,4,-1,4,-1,1,-1,2,-1,1,-1,3,-1,1,-1,4,-1,2,-1,4,-1,-2,,,,,,,,,,,,
465,4,-1,4,-1,1,-1,2,-1,2,-1,1,-1,3,-1,3,-1,1,-1,3,-1,4,-1,4,-1,4,-1,4,-1,2,-1,4,-1,3,-1.0,4.0,-1.0,3.0,-1.0,3.0,-1.0,4.0,-1.0,3.0,-1.0,
466,4,-1,1,-1,3,-1,1,-1,4,-1,3,-1,2,-1,4,-1,3,-1,4,-1,1,-1,1,-1,1,-1,4,-1,4,-1,4,-1,1,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,2.0,-1.0,
467,4,-1,1,-1,1,-1,4,-1,1,-1,4,-1,3,-1,4,-1,4,-1,4,-1,1,-1,2,-1,1,-1,2,-1,2,-1,1,-1,-2,,,,,,,,,,,,
468,2,-1,4,-1,1,-1,1,-1,4,-1,4,-1,2,-1,1,-1,1,-1,2,-1,2,-1,4,-1,1,-1,4,-1,4,-1,3,-1,3,-1.0,4.0,-1.0,3.0,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,
469,4,-1,3,-1,3,-1,1,-1,2,-1,1,-1,4,-1,1,-1,4,-1,2,-1,1,-1,3,-1,2,-1,1,-1,4,-1,2,-1,4,-1.0,1.0,-1.0,4.0,-1.0,1.0,-1.0,3.0,-1.0,4.0,-1.0,
470,1,-1,3,-1,2,-1,4,-1,3,-1,3,-1,4,-1,3,-1,3,-1,4,-1,1,-1,4,-1,4,-1,3,-1,4,-1,1,-1,-2,,,,,,,,,,,,
471,3,-1,2,-1,4,-1,1,-1,4,-1,2,-1,3,-1,4,-1,1,-1,3,-1,4,-1,1,-1,1,-1,2,-1,1,-1,4,-1,3,-1.0,2.0,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,
472,2,-1,2,-1,4,-1,1,-1,2,-1,4,-1,1,-1,4,-1,4,-1,4,-1,4,-1,1,-1,4,-1,3,-1,1,-1,3,-1,3,-1.0,4.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,3.0,-1.0,
473,1,-1,1,-1,3,-1,1,-1,3,-1,2,-1,4,-1,4,-1,4,-1,4,-1,3,-1,3,-1,4,-1,3,-1,1,-1,1,-1,-2,,,,,,,,,,,,
474,4,-1,1,-1,2,-1,1,-1,3,-1,4,-1,2,-1,1,-1,4,-1,3,-1,4,-1,1,-1,3,-1,4,-1,4,-1,3,-1,2,-1.0,2.0,-1.0,4.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,
475,1,-1,4,-1,1,-1,2,-1,4,-1,4,-1,4,-1,1,-1,2,-1,4,-1,1,-1,4,-1,4,-1,2,-1,2,-1,4,-1,4,-1.0,1.0,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,2.0,-1.0,
476,1,-1,4,-1,4,-1,2,-1,1,-1,2,-1,4,-1,3,-1,4,-1,1,-1,2,-1,4,-1,2,-1,4,-1,3,-1,4,-1,-2,,,,,,,,,,,,
477,4,-1,4,-1,1,-1,1,-1,2,-1,1,-1,2,-1,2,-1,1,-1,3,-1,4,-1,4,-1,4,-1,1,-1,2,-1,4,-1,2,-1.0,1.0,-1.0,4.0,-1.0,4.0,-1.0,2.0,-1.0,4.0,-1.0,
478,4,-1,1,-1,2,-1,2,-1,4,-1,3,-1,3,-1,4,-1,3,-1,4,-1,4,-1,4,-1,1,-1,4,-1,4,-1,2,-1,4,-1.0,3.0,-1.0,4.0,-1.0,4.0,-1.0,1.0,-1.0,4.0,-1.0,
479,4,-1,4,-1,1,-1,2,-1,4,-1,4,-1,3,-1,4,-1,1,-1,2,-1,4,-1,4,-1,3,-1,1,-1,2,-1,1,-1,-2,,,,,,,,,,,,
480,4,-1,4,-1,4,-1,4,-1,1,-1,4,-1,2,-1,4,-1,4,-1,1,-1,2,-1,4,-1,1,-1,1,-1,4,-1,3,-1,1,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,4.0,-1.0,4.0,-1.0,
481,2,-1,4,-1,4,-1,4,-1,4,-1,4,-1,4,-1,1,-1,3,-1,2,-1,1,-1,2,-1,1,-1,4,-1,1,-1,4,-1,4,-1.0,2.0,-1.0,1.0,-1.0,3.0,-1.0,4.0,-1.0,3.0,-1.0,
482,3,-1,1,-1,4,-1,3,-1,3,-1,4,-1,4,-1,1,-1,4,-1,3,-1,4,-1,4,-1,2,-1,1,-1,2,-1,1,-1,-2,,,,,,,,,,,,
483,2,-1,2,-1,4,-1,4,-1,4,-1,1,-1,3,-1,4,-1,1,-1,2,-1,2,-1,4,-1,4,-1,4,-1,2,-1,4,-1,3,-1.0,3.0,-1.0,1.0,-1.0,4.0,-1.0,1.0,-1.0,1.0,-1.0,
484,2,-1,1,-1,1,-1,4,-1,4,-1,3,-1,2,-1,4,-1,4,-1,1,-1,4,-1,1,-1,4,-1,2,-1,1,-1,4,-1,4,-1.0,4.0,-1.0,3.0,-1.0,4.0,-1.0,1.0,-1.0,4.0,-1.0,
